id,secret_id,order,angle,text,trigger_kind
mad_heavenly_dao_5,mad_heavenly_dao,5,Knotted Karma,"Someone used a karmic secret art to trace an enemy, only for the clue to loop back before their own birth, as if karmic threads had been tied in random knots.",insight
mad_heavenly_dao_6,mad_heavenly_dao,6,Stele of Heaven's Illness,"An ancient stele records: 'Heaven is not dead, not evil, but ill. The ill one creates worlds in dream and destroys worlds upon waking.'",region
simulated_world_code_1,simulated_world_code,1,Blank Origins,"Cultivators of unknown origin sometimes appear suddenly in the world. They possess complete identities, yet no one remembers their growth.",city
simulated_world_code_2,simulated_world_code,2,Altered Memories,"Cultivators often discover their memories subtly altered: yesterday's technique, a loved one's name, or sect history has changed in small ways.",insight
simulated_world_code_3,simulated_world_code,3,Paused Heaven and Earth,"Some dying people claim they saw heaven and earth pause: everyone froze, and countless tiny words scrolled through the air.",insight
simulated_world_code_4,simulated_world_code,4,Abnormal Symbols,"When diviners infer fate, they sometimes receive non-hexagram words such as 'null', 'retry', 'seed', or 'invalid state'.",city
simulated_world_code_5,simulated_world_code,5,Strange Crystal Board,"A few spirit treasures contain no array core, only a strange crystal board covered in tiny squares and metallic circuits.",region
simulated_world_code_6,simulated_world_code,6,World Stutter,"When many major events occur in the same month, the world briefly stutters: birds stop in the air and rivers advance frame by frame.",region
spiritual_qi_is_dead_memories_1,spiritual_qi_is_dead_memories,1,Crying in the Meridians,"During midnight breathing practice, cultivators sometimes hear strangers crying, laughing, and shouting at death as the sounds sweep through their meridians.",insight
spiritual_qi_is_dead_memories_2,spiritual_qi_is_dead_memories,2,Qi of Ancient Battlefields,"Ancient battlefields have the richest spiritual qi, yet contain no spirit veins, only the bones of countless mortals and cultivators.",region
spiritual_qi_is_dead_memories_3,spiritual_qi_is_dead_memories,3,Foreign Memories,"Some who break through after seclusion suddenly know dialects, crafts, or old memories they never learned.",insight
spiritual_qi_is_dead_memories_4,spiritual_qi_is_dead_memories,4,Figures in Spirit Stones,"When high-purity spirit stones are refined, faint human silhouettes appear inside, like many faces compressed into one crystal.",city
spiritual_qi_is_dead_memories_5,spiritual_qi_is_dead_memories,5,Purification Causes Exhaustion,"Once a haunted forbidden land is thoroughly purified, the surrounding qi does not become clean; it rapidly dries up instead.",region
spiritual_qi_is_dead_memories_6,spiritual_qi_is_dead_memories,6,Soul Cultivator's Last Words,An ancient soul cultivator left these words: 'Do not ask whence qi comes. Every breath you take is the second death of multitudes.',city
sects_on_colossal_corpses_1,sects_on_colossal_corpses,1,White Mineral Strata,"Deep beneath many sects lie white mineral layers shaped like bones, indestructible and faintly warm on moonlit nights.",region
sects_on_colossal_corpses_2,sects_on_colossal_corpses,2,Meridians of the Earth,"When ley-line maps are connected, they do not resemble mountains and rivers, but the meridians and blood vessels of some immense creature.",city
sects_on_colossal_corpses_3,sects_on_colossal_corpses,3,Red Spirit Springs,"Some spirit springs occasionally redden and carry a faint smell of blood, yet greatly increase cultivation.",region
sects_on_colossal_corpses_4,sects_on_colossal_corpses,4,Heartbeat of Immortal Mountains,"Old books say, 'Immortal mountains have veins, and veins have heartbeats,' but later commentaries always explain heartbeat as qi tides.",city
sects_on_colossal_corpses_5,sects_on_colossal_corpses,5,Vein-Sealing Breaths,"Every few centuries, a sect's great array must 'seal the vein'; otherwise dull breathing sounds rise from underground.",insight
sects_on_colossal_corpses_6,sects_on_colossal_corpses,6,Eye Socket in the Mountain,A tomb robber dug a vast eye socket inside a mountain; the remaining pupil membrane reflected the locations of all present sects.,region
reincarnation_is_copying_1,reincarnation_is_copying,1,Soulless Aura,"Reborn people often have memories of a past life, but lack the soul aura that life should have, like a book copied anew.",city
reincarnation_is_copying_2,reincarnation_is_copying,2,Jade Slips of the Underworld,"Underworld ruins contain no reincarnation passage, only blank jade slips carved with names, births, temperaments, and karmas.",region
reincarnation_is_copying_3,reincarnation_is_copying,3,Repeating Soul Shadows,"Soul summoning can call a 'past-life shadow', but if asked about something not recorded, the shadow falls into repeated answers.",insight
reincarnation_is_copying_4,reincarnation_is_copying,4,Three in One Life,"A cultivator met three people claiming the same previous life; their memories differed and lacked pieces, yet all passed heavenly verification.",city
reincarnation_is_copying_5,reincarnation_is_copying,5,Nether Cultivator's Notes,"An ancient nether cultivator wrote: 'Reincarnation is not a river, but a printing block; the soul does not return, the characters are carved again.'",region
reincarnation_is_copying_6,reincarnation_is_copying,6,Infant's Last Words,"A newborn once spoke a past life's final words, while at the same moment that past soul was still wailing inside its old tomb.",insight
yao_are_previous_humans_1,yao_are_previous_humans,1,Ancient Human Rites,"The oldest yao sacrificial texts are not beast speech, but a damaged ancient human script.",region
yao_are_previous_humans_2,yao_are_previous_humans,2,Sect Marks in Blood,"Deep in some yao bloodlines appear human sect marks, even able to open long-lost human grottoes.",region
yao_are_previous_humans_3,yao_are_previous_humans,3,Ancestral Meridians,"Human infants sometimes revert into yao, while yao young are sometimes born with human meridian structures.",city
yao_are_previous_humans_4,yao_are_previous_humans,4,Ancestral Murals,"In some yao ancestral lands, murals show ancestors with no beast form, dressed as ancient humans beneath a cracking sky.",region
yao_are_previous_humans_5,yao_are_previous_humans,5,Words of Bodily Calamity,"Before the 'Era of Yao Chaos', old books record no yao, only vague terms such as 'great migration', 'body calamity', and 'bloodline refuge'.",city
yao_are_previous_humans_6,yao_are_previous_humans,6,Yao Saint's Jade Slip,Inside a yao saint's remains lay a jade slip whose first line read: 'We were once called human; we merely survived the day Heaven changed its skin.',insight
realms_are_artificial_shackles_1,realms_are_artificial_shackles,1,Ancient Methods,"Early ancient methods had no fixed realms, only continuous descriptions such as 'qi full', 'spirit bright', 'body transformed', and 'dao joined'.",city
realms_are_artificial_shackles_2,realms_are_artificial_shackles,2,No Gates for Spirit Beasts,"Modern cultivators must face bottlenecks when breaking through, but wild spirit beasts rarely meet similar barriers at the same level of power.",region
realms_are_artificial_shackles_3,realms_are_artificial_shackles,3,Lightning Punishes Realm Bypass,"Some incomplete ancient arts bypass realms to increase power, but tribulation lightning targets them abnormally, as if a prohibition were violated.",insight
realms_are_artificial_shackles_4,realms_are_artificial_shackles,4,Golden Core Template,"Golden Cores and Nascent Souls are highly similar across different methods, as if forcibly templated by the same rule set.",city
realms_are_artificial_shackles_5,realms_are_artificial_shackles,5,Stairway for Measuring Livestock,"An old stele says: 'The stairway is not for climbing to Heaven, but for measuring livestock.'",region
realms_are_artificial_shackles_6,realms_are_artificial_shackles,6,Permission Seals,"A cultivator briefly saw through the realm lock and discovered their cultivation was not growing, but being released through permit seals one by one.",insight
moon_is_an_eye_1,moon_is_an_eye,1,Blinking Reflection,"On full-moon nights, the moon in some water reflections blinks first, and only afterward does a faint shadow appear on the real moon.",region
moon_is_an_eye_2,moon_is_an_eye,2,Silver Pupil Mark,"Moonlight cultivation methods advance quickly, but those who master them often grow a silver pupil mark between the brows.",city
moon_is_an_eye_3,moon_is_an_eye,3,Read on the Table,Those who stare at the moon too long dream they are placed on a table in endless darkness and read by a vast gaze.,insight
moon_is_an_eye_4,moon_is_an_eye,4,Sealed Night Eye,"Ancient astronomical charts contain no moon, only a 'Night Eye' sealed by red threads.",city
moon_is_an_eye_5,moon_is_an_eye,5,Yao Beasts Kneeling,"Some yao beasts kneel together at full moon, not to worship it, but to avoid the moonlight's direct gaze.",region
moon_is_an_eye_6,moon_is_an_eye,6,True Name Warning,A fragment from beyond the sky bears a warning: 'Do not let it remember your true name.',insight
secret_realms_are_tumors_1,secret_realms_are_tumors,1,Rules Out of Control,"Rules inside secret realms often differ from the outside: time, gravity, life and death, and qi attributes all seem locally out of control.",region
secret_realms_are_tumors_2,secret_realms_are_tumors,2,Deformed Entrances,"Mountains and rivers near secret-realm entrances gradually deform: trees grow beast bones, and stones develop pulses.",region
secret_realms_are_tumors_3,secret_realms_are_tumors,3,Treasure Contamination,Many treasures brought back from secret realms trigger new small abnormal zones in the outside world.,city
secret_realms_are_tumors_4,secret_realms_are_tumors,4,Physician Cultivators' Disease Names,"Ancient physician cultivators likened the world to a giant and called secret realms 'nodules', 'malignant sores', and 'rotting grotto-heavens'.",city
secret_realms_are_tumors_5,secret_realms_are_tumors,5,Ulcerated World Membrane,"Deep in some secret realms there is no treasury, only a vast ulcerated world membrane slowly leaking spiritual qi.",region
secret_realms_are_tumors_6,secret_realms_are_tumors,6,Exploitation Infection,"The more cultivators exploit secret realms, the more frequent the world's anomalies become, as if lesions are repeatedly cut open and infected.",insight
dead_gods_answer_prayers_1,dead_gods_answer_prayers,1,Black Corpse Oil,"Temple statues sometimes shed black corpse oil, which believers mistake for divine signs.",city
dead_gods_answer_prayers_2,dead_gods_answer_prayers,2,Mechanical Blessings,"A single deity's responses to prayer repeat mechanically; no matter the era, language, or disaster, the blessing hardly changes.",insight
dead_gods_answer_prayers_3,dead_gods_answer_prayers,3,Giant Severed Finger,"A giant severed finger was found deep in an ancient battlefield, bearing divine patterns identical to those of a current righteous god.",region
dead_gods_answer_prayers_4,dead_gods_answer_prayers,4,Rotting Heavenly Palace,"Where incense offerings flourish, statues look more alive, but temple keepers more often dream of rotting heavenly palaces.",city
dead_gods_answer_prayers_5,dead_gods_answer_prayers,5,Awakening the Remains,"Ancient ritual texts do not say 'invite the god to descend', but 'wake the remains for a moment'.",region
dead_gods_answer_prayers_6,dead_gods_answer_prayers,6,Corpse Mountain in the Divine Realm,"After ascending to a divine kingdom, one devout believer saw only endless corpse mountains, each body still listening to prayers.",insight
