id,secret_id,order,angle,text,trigger_kind
reincarnation_is_copying_5,reincarnation_is_copying,5,冥修筆記,古代冥修筆記中寫道：「輪迴非河流，乃印版；魂不歸來，字跡重刻。」,region
reincarnation_is_copying_6,reincarnation_is_copying,6,嬰兒遺言,有嬰兒剛出生便念出前世遺言，可同一時刻，前世殘魂仍被困在舊墓中哀嚎。,insight
yao_are_previous_humans_1,yao_are_previous_humans,1,古人族祭文,最古老的妖族祭文並非獸語，而是一種殘缺古人族文字。,region
yao_are_previous_humans_2,yao_are_previous_humans,2,宗門印記,部分妖族血脈深處會浮現人族宗門印記，甚至能開啟早已失傳的人族洞府。,region
yao_are_previous_humans_3,yao_are_previous_humans,3,經脈返祖,人族嬰兒偶爾返祖為妖，妖族幼崽也偶爾天生具有人族經脈結構。,city
yao_are_previous_humans_4,yao_are_previous_humans,4,祖地壁畫,某些妖族祖地壁畫中，祖先並無獸形，而是穿著古代人族服飾站在崩裂天幕下。,region
yao_are_previous_humans_5,yao_are_previous_humans,5,形骸災詞,古籍中「妖亂紀元」之前沒有妖族記載，只有「大遷徙」「形骸災」「血脈避難」等模糊詞句。,city
yao_are_previous_humans_6,yao_are_previous_humans,6,妖聖玉簡,一位妖聖遺骨中藏有玉簡，開篇第一句是：「吾等曾名為人，只是活過了天道換皮之日。」,insight
realms_are_artificial_shackles_1,realms_are_artificial_shackles,1,上古古法,上古早期功法沒有明確境界，只有「氣滿」「神明」「身化」「道合」等連續描述。,city
realms_are_artificial_shackles_2,realms_are_artificial_shackles,2,靈獸無關卡,現代修士突破時必遭瓶頸，但野生靈獸成長到同等力量層次時很少出現類似關卡。,region
realms_are_artificial_shackles_3,realms_are_artificial_shackles,3,繞境雷罰,某些殘缺古法能繞開境界提升力量，卻會被劫雷異常針對，彷彿觸犯禁制。,insight
realms_are_artificial_shackles_4,realms_are_artificial_shackles,4,金丹模板,金丹和元嬰的結構在不同功法間高度相似，像是被同一套規則強行模板化。,city
realms_are_artificial_shackles_5,realms_are_artificial_shackles,5,量牲階梯,古碑稱：「階梯非為登天，乃為量牲。」,region
realms_are_artificial_shackles_6,realms_are_artificial_shackles,6,許可印章,有修士短暫看穿境界鎖，發現自己的修為不是增長，而是在被一個個許可印章放行。,insight
moon_is_an_eye_1,moon_is_an_eye,1,倒影眨眼,滿月之夜，部分水面倒影中的月亮會先眨眼，隨後真實月亮才出現細微陰影。,region
moon_is_an_eye_2,moon_is_an_eye,2,銀色瞳紋,月華修煉法進境極快，但修到高深處者眉心常長出銀色瞳紋。,city
moon_is_an_eye_3,moon_is_an_eye,3,案几翻閱,望月太久的人會夢見自己被放在無邊黑暗中的案几上，任由巨大目光翻閱。,insight
moon_is_an_eye_4,moon_is_an_eye,4,夜目封線,古代天文圖中沒有月亮，只有一枚被紅線封住的「夜目」。,city
moon_is_an_eye_5,moon_is_an_eye,5,妖獸跪伏,某些妖獸在月圓時集體跪伏，不是拜月，而是在躲避月光直視。,region
moon_is_an_eye_6,moon_is_an_eye,6,真名警告,一件天外殘片上刻著警告：「勿讓它記住你的真名。」,insight
secret_realms_are_tumors_1,secret_realms_are_tumors,1,規則失控,秘境內部規則常與外界不同，時間、重力、生死、靈氣屬性都像局部失控。,region
secret_realms_are_tumors_2,secret_realms_are_tumors,2,入口畸形,秘境入口周圍的山川會逐漸畸形，樹木長出獸骨，石頭出現脈搏。,region
secret_realms_are_tumors_3,secret_realms_are_tumors,3,寶物污染,許多秘境寶物帶回外界後，會誘發新的小型異常區域。,city
secret_realms_are_tumors_4,secret_realms_are_tumors,4,醫修病名,古代醫修把世界比作巨人，把秘境稱為「結節」「惡瘡」「腐肉洞天」。,city
secret_realms_are_tumors_5,secret_realms_are_tumors,5,潰爛壁膜,某些秘境深處沒有寶庫，只有巨大潰爛的世界壁膜，正緩慢向外滲出靈氣。,region
secret_realms_are_tumors_6,secret_realms_are_tumors,6,開發感染,秘境越被修士開發，世界整體異常越頻繁，像病灶被反覆割開又感染。,insight
dead_gods_answer_prayers_1,dead_gods_answer_prayers,1,黑色屍油,廟宇神像偶爾流下黑色屍油，被信徒誤認為神蹟。,city
dead_gods_answer_prayers_2,dead_gods_answer_prayers,2,機械賜福,同一神明對祈禱的回應機械重複，無論時代、語言、災難如何變化，賜福方式都幾乎不變。,insight
dead_gods_answer_prayers_3,dead_gods_answer_prayers,3,巨大斷指,古戰場深處發現巨大斷指，斷指上的神紋與當今某位正神完全一致。,region
dead_gods_answer_prayers_4,dead_gods_answer_prayers,4,腐爛天宮,香火越盛的地方，神像越像活物，但廟祝也越常做腐爛天宮的噩夢。,city
dead_gods_answer_prayers_5,dead_gods_answer_prayers,5,喚醒餘骸,遠古祭文不是「請神降臨」，而是「喚醒餘骸片刻」。,region
dead_gods_answer_prayers_6,dead_gods_answer_prayers,6,神國屍山,某位虔誠信徒飛昇神國後，只看見無邊屍山，每一具屍體都還在聽禱告。,insight
