id,secret_id,order,angle,text,trigger_kind
reincarnation_is_copying_6,reincarnation_is_copying,6,Di ngôn trẻ sơ sinh,"Có trẻ vừa sinh đã đọc di ngôn kiếp trước, nhưng cùng lúc ấy tàn hồn kiếp trước vẫn bị kẹt trong mộ cũ mà gào khóc.",insight
yao_are_previous_humans_1,yao_are_previous_humans,1,Tế văn cổ nhân tộc,"Tế văn yêu tộc cổ nhất không phải thú ngữ, mà là một loại chữ cổ nhân tộc tàn khuyết.",region
yao_are_previous_humans_2,yao_are_previous_humans,2,Ấn ký tông môn,"Sâu trong huyết mạch một số yêu tộc hiện ra ấn ký tông môn nhân tộc, thậm chí mở được động phủ nhân tộc đã thất truyền.",region
yao_are_previous_humans_3,yao_are_previous_humans,3,Kinh mạch phản tổ,"Trẻ nhân tộc đôi khi phản tổ thành yêu, ấu thú yêu tộc cũng đôi lúc bẩm sinh có cấu trúc kinh mạch nhân tộc.",city
yao_are_previous_humans_4,yao_are_previous_humans,4,Bích họa tổ địa,"Trong bích họa một số tổ địa yêu tộc, tổ tiên không có thú hình mà mặc trang phục nhân tộc cổ, đứng dưới màn trời nứt vỡ.",region
yao_are_previous_humans_5,yao_are_previous_humans,5,Từ về hình hài tai ách,"Trong cổ tịch trước 'kỷ nguyên yêu loạn' không có ghi chép yêu tộc, chỉ có những từ mơ hồ như 'đại di cư', 'hình hài tai', 'huyết mạch tị nạn'.",city
yao_are_previous_humans_6,yao_are_previous_humans,6,Ngọc giản yêu thánh,"Trong di cốt một vị yêu thánh giấu ngọc giản, câu đầu viết: 'Chúng ta từng mang tên người, chỉ là sống qua ngày Thiên Đạo thay da.'",insight
realms_are_artificial_shackles_1,realms_are_artificial_shackles,1,Cổ pháp thượng cổ,"Công pháp thời thượng cổ sơ kỳ không có cảnh giới rõ ràng, chỉ có mô tả liên tục như 'khí đầy', 'thần sáng', 'thân hóa', 'đạo hợp'.",city
realms_are_artificial_shackles_2,realms_are_artificial_shackles,2,Linh thú không có cửa ải,"Tu sĩ hiện đại đột phá tất gặp bình cảnh, nhưng linh thú hoang dã lớn đến cùng tầng sức mạnh lại hiếm khi có cửa ải tương tự.",region
realms_are_artificial_shackles_3,realms_are_artificial_shackles,3,Lôi phạt vượt cảnh,"Một số cổ pháp tàn khuyết có thể vòng qua cảnh giới để tăng sức mạnh, nhưng bị kiếp lôi nhằm vào bất thường, như đã phạm cấm chế.",insight
realms_are_artificial_shackles_4,realms_are_artificial_shackles,4,Khuôn mẫu Kim đan,"Kết cấu Kim đan và Nguyên anh giữa các công pháp khác nhau lại rất giống nhau, như bị cùng một bộ quy tắc ép thành khuôn mẫu.",city
realms_are_artificial_shackles_5,realms_are_artificial_shackles,5,Bậc thang đo vật nuôi,"Cổ bia nói: 'Bậc thang không để lên trời, mà để đo vật tế.'",region
realms_are_artificial_shackles_6,realms_are_artificial_shackles,6,Ấn chương cho phép,"Có tu sĩ thoáng nhìn xuyên khóa cảnh giới, phát hiện tu vi mình không tăng trưởng mà chỉ được từng ấn chương cho phép thông qua.",insight
moon_is_an_eye_1,moon_is_an_eye,1,Bóng trăng chớp mắt,"Đêm trăng tròn, mặt trăng trong bóng nước ở vài nơi chớp mắt trước, sau đó trăng thật mới hiện bóng mờ rất nhẹ.",region
moon_is_an_eye_2,moon_is_an_eye,2,Vân đồng tử bạc,"Pháp tu nguyệt hoa tiến cảnh cực nhanh, nhưng người tu đến cao thâm thường mọc vân đồng tử bạc ở mi tâm.",city
moon_is_an_eye_3,moon_is_an_eye,3,Bị lật đọc trên án,"Người ngắm trăng quá lâu sẽ mơ thấy mình bị đặt trên án trong bóng tối vô biên, mặc cho ánh mắt khổng lồ lật đọc.",insight
moon_is_an_eye_4,moon_is_an_eye,4,Dạ mục phong tuyến,"Thiên văn đồ cổ không có mặt trăng, chỉ có một 'Dạ Mục' bị dây đỏ phong kín.",city
moon_is_an_eye_5,moon_is_an_eye,5,Yêu thú quỳ rạp,"Một số yêu thú vào đêm trăng tròn đồng loạt quỳ rạp, không phải bái nguyệt mà là tránh ánh trăng nhìn thẳng.",region
moon_is_an_eye_6,moon_is_an_eye,6,Cảnh báo chân danh,Một mảnh vỡ ngoài trời khắc lời cảnh báo: 'Đừng để nó nhớ chân danh của ngươi.',insight
secret_realms_are_tumors_1,secret_realms_are_tumors,1,Quy tắc mất kiểm soát,"Quy tắc trong bí cảnh thường khác bên ngoài; thời gian, trọng lực, sinh tử, thuộc tính linh khí đều như mất kiểm soát cục bộ.",region
secret_realms_are_tumors_2,secret_realms_are_tumors,2,Lối vào dị dạng,"Núi sông quanh cửa bí cảnh dần dị dạng; cây mọc xương thú, đá xuất hiện nhịp đập.",region
secret_realms_are_tumors_3,secret_realms_are_tumors,3,Bảo vật ô nhiễm,Nhiều bảo vật bí cảnh sau khi mang ra ngoài sẽ gây ra các vùng dị thường nhỏ mới.,city
secret_realms_are_tumors_4,secret_realms_are_tumors,4,Bệnh danh của y tu,"Y tu cổ đại ví thế giới như người khổng lồ, gọi bí cảnh là 'kết tiết', 'ác sang', 'động thiên thịt thối'.",city
secret_realms_are_tumors_5,secret_realms_are_tumors,5,Màng thế giới lở loét,"Sâu trong một số bí cảnh không có bảo khố, chỉ có màng vách thế giới khổng lồ lở loét đang chậm rãi rỉ linh khí ra ngoài.",region
secret_realms_are_tumors_6,secret_realms_are_tumors,6,Khai thác gây nhiễm,"Bí cảnh càng bị tu sĩ khai thác, dị thường toàn thế giới càng thường xuyên, như ổ bệnh bị rạch đi rạch lại rồi nhiễm trùng.",insight
dead_gods_answer_prayers_1,dead_gods_answer_prayers,1,Dầu xác đen,"Tượng thần trong miếu đôi khi chảy dầu xác màu đen, bị tín đồ nhầm là thần tích.",city
dead_gods_answer_prayers_2,dead_gods_answer_prayers,2,Ban phúc máy móc,"Cùng một thần minh đáp lại cầu nguyện một cách máy móc lặp lại; bất kể thời đại, ngôn ngữ hay tai họa thay đổi, cách ban phúc gần như không đổi.",insight
dead_gods_answer_prayers_3,dead_gods_answer_prayers,3,Ngón tay đứt khổng lồ,"Sâu trong cổ chiến trường phát hiện ngón tay đứt khổng lồ, thần văn trên đó hoàn toàn trùng với một vị chính thần ngày nay.",region
dead_gods_answer_prayers_4,dead_gods_answer_prayers,4,Thiên cung mục nát,"Nơi hương hỏa càng thịnh, tượng thần càng giống vật sống, nhưng miếu chúc cũng càng hay mơ ác mộng về thiên cung mục nát.",city
dead_gods_answer_prayers_5,dead_gods_answer_prayers,5,Đánh thức hài cốt,"Tế văn viễn cổ không viết 'mời thần giáng lâm', mà là 'đánh thức dư hài trong chốc lát'.",region
dead_gods_answer_prayers_6,dead_gods_answer_prayers,6,Núi xác thần quốc,"Một tín đồ thành kính sau khi phi thăng thần quốc chỉ thấy núi xác vô biên, mỗi thi thể vẫn đang nghe lời cầu nguyện.",insight
