id,secret_id,order,angle,text,trigger_kind
simulated_world_code_2,simulated_world_code,2,记忆篡改,修士常发现自己的记忆被微妙篡改，例如昨日所修功法、亲友姓名、宗门历史发生细小差异。,insight
simulated_world_code_3,simulated_world_code,3,天地暂停,某些濒死者声称看见天地暂停，所有人凝固不动，只有无数细小文字在空中滚动。,insight
simulated_world_code_4,simulated_world_code,4,异常符号,天机术士推演命数时偶尔会得到非卦象文字，例如“null”“retry”“seed”“invalid state”之类不可解释的符号。,city
simulated_world_code_5,simulated_world_code,5,奇异晶板,极少数灵宝内部没有阵法核心，只有一块刻满微小方格与金属线路的奇异晶板。,region
simulated_world_code_6,simulated_world_code,6,世界迟滞,当大量重大事件同月发生时，世界会短暂迟滞，鸟停在半空，河水像一帧一帧向前跳动。,region
spiritual_qi_is_dead_memories_1,spiritual_qi_is_dead_memories,1,经脉哭笑,深夜吐纳时，有修士偶尔会听见陌生人的哭声、笑声与临终呼喊从经脉中掠过。,insight
spiritual_qi_is_dead_memories_2,spiritual_qi_is_dead_memories,2,古战场灵气,古战场灵气最盛，但那里并无灵脉，只埋着无数凡人和修士尸骨。,region
spiritual_qi_is_dead_memories_3,spiritual_qi_is_dead_memories,3,陌生记忆,某些闭关者突破后会突然掌握自己从未学过的方言、手艺或旧日记忆。,insight
spiritual_qi_is_dead_memories_4,spiritual_qi_is_dead_memories,4,灵石人影,炼化高纯灵石时，石中会浮现极淡人影，像是许多面孔被压缩在一块晶体里。,city
spiritual_qi_is_dead_memories_5,spiritual_qi_is_dead_memories,5,净化枯竭,亡魂禁地一旦被彻底净化，周围灵气并不会变纯，反而迅速枯竭。,region
spiritual_qi_is_dead_memories_6,spiritual_qi_is_dead_memories,6,魂修遗言,一位古代魂修留下遗言：“莫问灵气从何而来。你每一次呼吸，皆是万万人第二次死亡。”,city
sects_on_colossal_corpses_1,sects_on_colossal_corpses,1,白色矿层,多个宗门地下深处都有形似骨骼的白色矿层，坚不可摧，且会在月夜微微发热。,region
sects_on_colossal_corpses_2,sects_on_colossal_corpses,2,地脉经络,地脉图连起来不像山河走势，更像某种庞大生物的经络与血管。,city
sects_on_colossal_corpses_3,sects_on_colossal_corpses,3,泛红灵泉,某些灵泉偶尔泛红，水中带有淡淡腥味，却能极大提升修为。,region
sects_on_colossal_corpses_4,sects_on_colossal_corpses,4,仙山心跳,古籍称“仙山有脉，脉有心跳”，但后世注释总把“心跳”解释为灵气潮汐。,city
sects_on_colossal_corpses_5,sects_on_colossal_corpses,5,镇脉喘息,宗门大阵每隔数百年必须“镇脉”，否则地下会传出沉闷喘息。,insight
sects_on_colossal_corpses_6,sects_on_colossal_corpses,6,山腹眼眶,一位盗墓修士在山腹中挖到巨大眼眶，眼眶里残存的瞳膜映出了如今所有宗门的位置。,region
reincarnation_is_copying_1,reincarnation_is_copying,1,无魂气息,转世者常拥有前世记忆，却没有前世魂魄应有的气息，像是一卷被重新抄写的书。,city
reincarnation_is_copying_2,reincarnation_is_copying,2,阴司玉简,阴司遗迹中没有轮回通道，只有无数刻着姓名、生辰、性情、因果的空白玉简。,region
reincarnation_is_copying_3,reincarnation_is_copying,3,重复魂影,招魂术能招来“前世魂影”，但魂影被追问未记录的问题时会陷入重复回答。,insight
reincarnation_is_copying_4,reincarnation_is_copying,4,三人同世,某位修士见到三个自称为同一前世转生的人，三者记忆各有缺漏，却都能通过天机验证。,city
reincarnation_is_copying_5,reincarnation_is_copying,5,冥修笔记,古代冥修笔记中写道：“轮回非河流，乃印版；魂不归来，字迹重刻。”,region
reincarnation_is_copying_6,reincarnation_is_copying,6,婴儿遗言,有婴儿刚出生便念出前世遗言，可同一时刻，前世残魂仍被困在旧墓中哀嚎。,insight
yao_are_previous_humans_1,yao_are_previous_humans,1,古人族祭文,最古老的妖族祭文并非兽语，而是一种残缺古人族文字。,region
yao_are_previous_humans_2,yao_are_previous_humans,2,宗门印记,部分妖族血脉深处会浮现人族宗门印记，甚至能开启早已失传的人族洞府。,region
yao_are_previous_humans_3,yao_are_previous_humans,3,经脉返祖,人族婴儿偶尔返祖为妖，妖族幼崽也偶尔天生具有人族经脉结构。,city
yao_are_previous_humans_4,yao_are_previous_humans,4,祖地壁画,某些妖族祖地壁画中，祖先并无兽形，而是穿着古代人族服饰站在崩裂天幕下。,region
yao_are_previous_humans_5,yao_are_previous_humans,5,形骸灾词,古籍中“妖乱纪元”之前没有妖族记载，只有“大迁徙”“形骸灾”“血脉避难”等模糊词句。,city
yao_are_previous_humans_6,yao_are_previous_humans,6,妖圣玉简,一位妖圣遗骨中藏有玉简，开篇第一句是：“吾等曾名为人，只是活过了天道换皮之日。”,insight
realms_are_artificial_shackles_1,realms_are_artificial_shackles,1,上古古法,上古早期功法没有明确境界，只有“气满”“神明”“身化”“道合”等连续描述。,city
realms_are_artificial_shackles_2,realms_are_artificial_shackles,2,灵兽无关卡,现代修士突破时必遭瓶颈，但野生灵兽成长到同等力量层次时很少出现类似关卡。,region
realms_are_artificial_shackles_3,realms_are_artificial_shackles,3,绕境雷罚,某些残缺古法能绕开境界提升力量，却会被劫雷异常针对，仿佛触犯禁制。,insight
realms_are_artificial_shackles_4,realms_are_artificial_shackles,4,金丹模板,金丹和元婴的结构在不同功法间高度相似，像是被同一套规则强行模板化。,city
realms_are_artificial_shackles_5,realms_are_artificial_shackles,5,量牲阶梯,古碑称：“阶梯非为登天，乃为量牲。”,region
realms_are_artificial_shackles_6,realms_are_artificial_shackles,6,许可印章,有修士短暂看穿境界锁，发现自己的修为不是增长，而是在被一个个许可印章放行。,insight
moon_is_an_eye_1,moon_is_an_eye,1,倒影眨眼,满月之夜，部分水面倒影中的月亮会先眨眼，随后真实月亮才出现细微阴影。,region
moon_is_an_eye_2,moon_is_an_eye,2,银色瞳纹,月华修炼法进境极快，但修到高深处者眉心常长出银色瞳纹。,city
moon_is_an_eye_3,moon_is_an_eye,3,案几翻阅,望月太久的人会梦见自己被放在无边黑暗中的案几上，任由巨大目光翻阅。,insight
moon_is_an_eye_4,moon_is_an_eye,4,夜目封线,古代天文图中没有月亮，只有一枚被红线封住的“夜目”。,city
moon_is_an_eye_5,moon_is_an_eye,5,妖兽跪伏,某些妖兽在月圆时集体跪伏，不是拜月，而是在躲避月光直视。,region
moon_is_an_eye_6,moon_is_an_eye,6,真名警告,一件天外残片上刻着警告：“勿让它记住你的真名。”,insight
secret_realms_are_tumors_1,secret_realms_are_tumors,1,规则失控,秘境内部规则常与外界不同，时间、重力、生死、灵气属性都像局部失控。,region
secret_realms_are_tumors_2,secret_realms_are_tumors,2,入口畸形,秘境入口周围的山川会逐渐畸形，树木长出兽骨，石头出现脉搏。,region
secret_realms_are_tumors_3,secret_realms_are_tumors,3,宝物污染,许多秘境宝物带回外界后，会诱发新的小型异常区域。,city
secret_realms_are_tumors_4,secret_realms_are_tumors,4,医修病名,古代医修把世界比作巨人，把秘境称为“结节”“恶疮”“腐肉洞天”。,city
secret_realms_are_tumors_5,secret_realms_are_tumors,5,溃烂壁膜,某些秘境深处没有宝库，只有巨大溃烂的世界壁膜，正缓慢向外渗出灵气。,region
secret_realms_are_tumors_6,secret_realms_are_tumors,6,开发感染,秘境越被修士开发，世界整体异常越频繁，像病灶被反复割开又感染。,insight
dead_gods_answer_prayers_1,dead_gods_answer_prayers,1,黑色尸油,庙宇神像偶尔流下黑色尸油，被信徒误认为神迹。,city
dead_gods_answer_prayers_2,dead_gods_answer_prayers,2,机械赐福,同一神明对祈祷的回应机械重复，无论时代、语言、灾难如何变化，赐福方式都几乎不变。,insight
dead_gods_answer_prayers_3,dead_gods_answer_prayers,3,巨大断指,古战场深处发现巨大断指，断指上的神纹与当今某位正神完全一致。,region
dead_gods_answer_prayers_4,dead_gods_answer_prayers,4,腐烂天宫,香火越盛的地方，神像越像活物，但庙祝也越常做腐烂天宫的噩梦。,city
dead_gods_answer_prayers_5,dead_gods_answer_prayers,5,唤醒余骸,远古祭文不是“请神降临”，而是“唤醒余骸片刻”。,region
dead_gods_answer_prayers_6,dead_gods_answer_prayers,6,神国尸山,某位虔诚信徒飞升神国后，只看见无边尸山，每一具尸体都还在听祷告。,insight
