id,secret_id,order,angle,text,trigger_kind
spiritual_qi_is_dead_memories_2,spiritual_qi_is_dead_memories,2,Qi des anciens champs de bataille,"Les anciens champs de bataille regorgent de qi spirituel, mais ne possèdent aucune veine spirituelle : seulement les os d'innombrables mortels et cultivateurs.",region
spiritual_qi_is_dead_memories_3,spiritual_qi_is_dead_memories,3,Souvenirs étrangers,"Certains, après une percée en retraite, maîtrisent soudain des dialectes, métiers ou souvenirs qu'ils n'ont jamais appris.",insight
spiritual_qi_is_dead_memories_4,spiritual_qi_is_dead_memories,4,Silhouettes dans les pierres,"Lorsqu'on raffine des pierres spirituelles très pures, de pâles silhouettes humaines y apparaissent, comme des visages comprimés dans un cristal.",city
spiritual_qi_is_dead_memories_5,spiritual_qi_is_dead_memories,5,Purification et épuisement,"Lorsqu'une terre interdite hantée est entièrement purifiée, le qi alentour ne devient pas plus pur : il s'épuise rapidement.",region
spiritual_qi_is_dead_memories_6,spiritual_qi_is_dead_memories,6,Dernières paroles d'un cultivateur d'âme,Un ancien cultivateur d'âme laissa ces mots : « Ne demandez pas d'où vient le qi. Chacune de vos respirations est la seconde mort d'innombrables êtres. »,city
sects_on_colossal_corpses_1,sects_on_colossal_corpses,1,Strates minérales blanches,"Sous de nombreuses sectes reposent des strates minérales blanches en forme d'os, indestructibles et tièdes les nuits de lune.",region
sects_on_colossal_corpses_2,sects_on_colossal_corpses,2,Méridiens terrestres,"Reliées entre elles, les cartes des veines telluriques ressemblent moins à des reliefs qu'aux méridiens et vaisseaux d'une créature immense.",city
sects_on_colossal_corpses_3,sects_on_colossal_corpses,3,Sources spirituelles rouges,"Certaines sources spirituelles rougissent parfois et sentent faiblement le sang, tout en accroissant fortement la cultivation.",region
sects_on_colossal_corpses_4,sects_on_colossal_corpses,4,Battement des montagnes immortelles,"Les vieux livres disent : « Les montagnes immortelles ont des veines, et ces veines ont un coeur qui bat », mais les commentaires y voient toujours des marées de qi.",city
sects_on_colossal_corpses_5,sects_on_colossal_corpses,5,Souffle des veines scellées,"Tous les quelques siècles, la grande formation d'une secte doit « sceller la veine », faute de quoi un souffle sourd monte du sol.",insight
sects_on_colossal_corpses_6,sects_on_colossal_corpses,6,Orbite dans la montagne,Un pilleur de tombes découvrit une immense orbite dans la montagne ; la membrane de pupille restante reflétait l'emplacement de toutes les sectes actuelles.,region
reincarnation_is_copying_1,reincarnation_is_copying,1,Aura sans âme,"Les réincarnés possèdent souvent des souvenirs antérieurs, sans l'aura d'âme correspondante, comme un livre recopié.",city
reincarnation_is_copying_2,reincarnation_is_copying,2,Jades de l'office infernal,"Les ruines infernales n'ont aucun passage de réincarnation, seulement d'innombrables jades vierges gravés de noms, naissances, caractères et karmas.",region
reincarnation_is_copying_3,reincarnation_is_copying,3,Ombres d'âme répétitives,"L'invocation d'âme peut appeler une « ombre de vie passée », mais si on l'interroge hors des données consignées, elle répète ses réponses.",insight
reincarnation_is_copying_4,reincarnation_is_copying,4,Trois pour une même vie,"Un cultivateur rencontra trois personnes se disant issues de la même vie passée ; leurs souvenirs différaient, mais toutes passèrent la vérification céleste.",city
reincarnation_is_copying_5,reincarnation_is_copying,5,Notes d'un cultivateur des ombres,"Un ancien cultivateur infernal écrivit : « La réincarnation n'est pas un fleuve, mais une matrice ; l'âme ne revient pas, les caractères sont regravés. »",region
reincarnation_is_copying_6,reincarnation_is_copying,6,Dernières paroles du nourrisson,"Un nouveau-né prononça les dernières paroles d'une vie passée, tandis qu'au même instant l'âme résiduelle de cette vie hurlait encore dans son ancienne tombe.",insight
yao_are_previous_humans_1,yao_are_previous_humans,1,Rites anciens humains,"Les plus vieux textes rituels yao ne sont pas une langue de bêtes, mais une écriture humaine antique mutilée.",region
yao_are_previous_humans_2,yao_are_previous_humans,2,Marques de secte dans le sang,"Au fond de certaines lignées yao apparaissent des marques de sectes humaines, capables même d'ouvrir d'anciens domaines humains perdus.",region
yao_are_previous_humans_3,yao_are_previous_humans,3,Méridiens ancestraux,"Des nourrissons humains régressent parfois en yao, tandis que de jeunes yao naissent parfois avec des méridiens humains.",city
yao_are_previous_humans_4,yao_are_previous_humans,4,Fresques ancestrales,"Dans certains territoires ancestraux yao, les fresques montrent des ancêtres sans forme animale, vêtus comme des humains antiques sous un ciel fissuré.",region
yao_are_previous_humans_5,yao_are_previous_humans,5,Mots du désastre des corps,"Avant l'« ère du chaos yao », les vieux livres ne mentionnent aucun yao, seulement de vagues termes comme « grande migration », « désastre des formes » et « refuge des lignées ». ",city
yao_are_previous_humans_6,yao_are_previous_humans,6,Jade du saint yao,Dans les os d'un saint yao se trouvait un jade dont la première ligne disait : « Nous fûmes appelés humains ; nous avons seulement survécu au jour où le Ciel changea de peau. »,insight
realms_are_artificial_shackles_1,realms_are_artificial_shackles,1,Méthodes antiques,"Les premières méthodes antiques n'avaient pas de royaumes définis, seulement des descriptions continues comme « qi plein », « esprit lumineux », « corps transformé », « dao rejoint ». ",city
realms_are_artificial_shackles_2,realms_are_artificial_shackles,2,Aucune porte pour les bêtes spirituelles,"Les cultivateurs modernes rencontrent des goulets lors des percées, mais les bêtes spirituelles sauvages atteignent rarement de tels barrages au même niveau de puissance.",region
realms_are_artificial_shackles_3,realms_are_artificial_shackles,3,Foudre contre le contournement,"Certaines méthodes anciennes incomplètes contournent les royaumes pour gagner en puissance, mais la foudre de tribulation les vise anormalement, comme une interdiction violée.",insight
realms_are_artificial_shackles_4,realms_are_artificial_shackles,4,Gabarit du noyau d'or,"Noyaux d'or et Âmes naissantes se ressemblent fortement d'une méthode à l'autre, comme imposés par le même modèle de règles.",city
realms_are_artificial_shackles_5,realms_are_artificial_shackles,5,Escalier pour mesurer le bétail,"Une ancienne stèle dit : « L'escalier ne sert pas à monter au Ciel, mais à mesurer le bétail sacrificiel. »",region
realms_are_artificial_shackles_6,realms_are_artificial_shackles,6,Sceaux d'autorisation,Un cultivateur perça brièvement le verrou des royaumes et comprit que sa cultivation ne croissait pas : elle était seulement libérée par des sceaux d'autorisation successifs.,insight
moon_is_an_eye_1,moon_is_an_eye,1,Reflet qui cligne,"Les nuits de pleine lune, dans certains reflets d'eau, la lune cligne d'abord ; ensuite seulement une ombre infime apparaît sur la vraie lune.",region
moon_is_an_eye_2,moon_is_an_eye,2,Marque de pupille argentée,"Les méthodes de cultivation lunaire progressent vite, mais ceux qui les poussent loin portent souvent une marque de pupille argentée entre les sourcils.",city
moon_is_an_eye_3,moon_is_an_eye,3,Lu sur la table,"Ceux qui regardent trop longtemps la lune rêvent d'être posés sur une table dans une obscurité infinie, feuilletés par un regard immense.",insight
moon_is_an_eye_4,moon_is_an_eye,4,Oeil nocturne scellé,"Les anciennes cartes astronomiques ne montrent aucune lune, seulement un « oeil nocturne » scellé par des fils rouges.",city
moon_is_an_eye_5,moon_is_an_eye,5,Bêtes yao agenouillées,"Certaines bêtes yao s'agenouillent ensemble à la pleine lune, non pour l'adorer, mais pour éviter le regard direct du clair de lune.",region
moon_is_an_eye_6,moon_is_an_eye,6,Avertissement du vrai nom,Un fragment venu d'au-delà du ciel porte cet avertissement : « Ne le laissez pas retenir votre vrai nom. »,insight
secret_realms_are_tumors_1,secret_realms_are_tumors,1,Règles hors contrôle,"Les règles des royaumes secrets diffèrent souvent de l'extérieur : temps, gravité, vie, mort et attributs du qi semblent localement déréglés.",region
secret_realms_are_tumors_2,secret_realms_are_tumors,2,Entrées déformées,"Autour des entrées de royaumes secrets, montagnes et rivières se déforment : les arbres poussent des os de bête, les pierres ont un pouls.",region
secret_realms_are_tumors_3,secret_realms_are_tumors,3,Trésors contaminés,De nombreux trésors rapportés des royaumes secrets déclenchent de petites zones anormales dans le monde extérieur.,city
secret_realms_are_tumors_4,secret_realms_are_tumors,4,Diagnostics des médecins,"Les anciens médecins cultivateurs comparaient le monde à un géant et nommaient les royaumes secrets « nodules », « ulcères malins » et « grottes de chair pourrie ». ",city
secret_realms_are_tumors_5,secret_realms_are_tumors,5,Membrane du monde ulcérée,"Au fond de certains royaumes secrets, il n'y a pas de trésor, seulement une vaste membrane du monde ulcérée qui laisse lentement suinter du qi spirituel.",region
secret_realms_are_tumors_6,secret_realms_are_tumors,6,Infection par exploitation,"Plus les cultivateurs exploitent les royaumes secrets, plus les anomalies du monde se multiplient, comme des lésions rouvertes et infectées.",insight
dead_gods_answer_prayers_1,dead_gods_answer_prayers,1,Huile cadavérique noire,Les statues des temples laissent parfois couler une huile cadavérique noire que les fidèles prennent pour un miracle.,city
dead_gods_answer_prayers_2,dead_gods_answer_prayers,2,Bénédictions mécaniques,"Les réponses d'une même divinité aux prières se répètent mécaniquement ; époque, langue ou calamité changent, la bénédiction reste presque identique.",insight
dead_gods_answer_prayers_3,dead_gods_answer_prayers,3,Doigt géant tranché,"Au fond d'un ancien champ de bataille, on trouva un doigt géant tranché dont les motifs divins correspondaient parfaitement à ceux d'un dieu juste actuel.",region
dead_gods_answer_prayers_4,dead_gods_answer_prayers,4,Palais céleste pourri,"Là où l'encens abonde, les statues semblent plus vivantes, mais les gardiens rêvent plus souvent de palais célestes en décomposition.",city
dead_gods_answer_prayers_5,dead_gods_answer_prayers,5,Éveiller les restes,"Les textes rituels antiques ne disent pas « inviter le dieu à descendre », mais « éveiller les restes un instant ». ",region
dead_gods_answer_prayers_6,dead_gods_answer_prayers,6,Montagnes de cadavres du royaume divin,"Après son ascension au royaume divin, un fidèle pieux ne vit que des montagnes infinies de cadavres, chacun écoutant encore les prières.",insight
