id,secret_id,order,angle,text,trigger_kind
reincarnation_is_copying_1,reincarnation_is_copying,1,魂なき気配,転生者は前世の記憶を持つことが多いが、その魂魄にあるべき気配がない。書き写された本のようだ。,city
reincarnation_is_copying_2,reincarnation_is_copying,2,陰司の玉簡,陰司の遺跡に輪廻の通路はなく、名、生辰、性情、因果を刻んだ無数の空白玉簡だけがある。,region
reincarnation_is_copying_3,reincarnation_is_copying,3,反復する魂影,招魂術は「前世の魂影」を呼べるが、記録されていない問いをされると魂影は同じ答えを繰り返す。,insight
reincarnation_is_copying_4,reincarnation_is_copying,4,三人同世,ある修士は同じ前世から転生したと名乗る三人に会った。三者の記憶は欠け方が違うのに、全員が天機の検証を通った。,city
reincarnation_is_copying_5,reincarnation_is_copying,5,冥修の筆記,古代の冥修の筆記にはこうある。「輪廻は河ではなく版である。魂は帰らず、字跡が刻み直される。」,region
reincarnation_is_copying_6,reincarnation_is_copying,6,嬰児の遺言,生まれたばかりの嬰児が前世の遺言を唱えた。だが同じ時、前世の残魂は旧墓に囚われて泣き叫んでいた。,insight
yao_are_previous_humans_1,yao_are_previous_humans,1,古人族の祭文,最古の妖族祭文は獣語ではなく、欠けた古人族の文字である。,region
yao_are_previous_humans_2,yao_are_previous_humans,2,血脈の宗門印,一部の妖族の血脈の奥には人族宗門の印が浮かび、失伝した人族洞府を開くことさえある。,region
yao_are_previous_humans_3,yao_are_previous_humans,3,経脈の先祖返り,人族の嬰児が時に妖へ先祖返りし、妖族の幼子が人族の経脈構造を持って生まれることもある。,city
yao_are_previous_humans_4,yao_are_previous_humans,4,祖地の壁画,一部の妖族祖地の壁画では、祖先に獣の姿はなく、古代人族の服を着て崩れた天幕の下に立っている。,region
yao_are_previous_humans_5,yao_are_previous_humans,5,形骸災の語,古籍では「妖乱紀元」以前に妖族の記録はなく、「大移徙」「形骸災」「血脈避難」など曖昧な語だけがある。,city
yao_are_previous_humans_6,yao_are_previous_humans,6,妖聖の玉簡,ある妖聖の遺骨には玉簡が隠されていた。冒頭にはこうある。「我らはかつて人と呼ばれた。ただ天道が皮を替えた日を生き延びただけだ。」,insight
realms_are_artificial_shackles_1,realms_are_artificial_shackles,1,上古の古法,上古初期の功法には明確な境界がなく、「気満」「神明」「身化」「道合」など連続した記述だけがあった。,city
realms_are_artificial_shackles_2,realms_are_artificial_shackles,2,霊獣に関門なし,現代の修士は突破時に必ず瓶頸に遭うが、野生の霊獣が同じ力の段階へ成長する時、似た関門はほとんど現れない。,region
realms_are_artificial_shackles_3,realms_are_artificial_shackles,3,境界迂回の雷罰,一部の欠けた古法は境界を迂回して力を高められるが、劫雷に異常に狙われる。禁制に触れたかのように。,insight
realms_are_artificial_shackles_4,realms_are_artificial_shackles,4,金丹の雛形,金丹と元嬰の構造は異なる功法の間でも高度に似ており、同じ規則に強制的に雛形化されたようだ。,city
realms_are_artificial_shackles_5,realms_are_artificial_shackles,5,牲を量る階段,古碑にはこうある。「階段は天へ登るためではなく、牲を量るためのものだ。」,region
realms_are_artificial_shackles_6,realms_are_artificial_shackles,6,許可の印章,ある修士は一瞬境界の錠を見抜き、自分の修為が増えているのではなく、一つ一つの許可印章で通されているだけだと知った。,insight
moon_is_an_eye_1,moon_is_an_eye,1,瞬く倒影,満月の夜、一部の水面の月影が先に瞬き、その後に本物の月へかすかな影が現れる。,region
moon_is_an_eye_2,moon_is_an_eye,2,銀色の瞳紋,月華の修煉法は進みが速いが、深く修めた者の眉間にはしばしば銀色の瞳紋が生える。,city
moon_is_an_eye_3,moon_is_an_eye,3,机上で読まれる,月を見つめすぎた者は、無辺の闇の中の机に置かれ、巨大な視線にめくられる夢を見る。,insight
moon_is_an_eye_4,moon_is_an_eye,4,封じられた夜目,古代の天文図に月はなく、赤い線で封じられた「夜目」だけがある。,city
moon_is_an_eye_5,moon_is_an_eye,5,跪く妖獣,一部の妖獣は満月の時にそろって跪く。月を拝んでいるのではなく、月光の直視を避けているのだ。,region
moon_is_an_eye_6,moon_is_an_eye,6,真名への警告,天外の残片には警告が刻まれている。「それにおまえの真名を覚えさせるな。」,insight
secret_realms_are_tumors_1,secret_realms_are_tumors,1,制御不能な規則,秘境内部の規則は外界と違うことが多い。時間、重力、生死、霊気属性のすべてが局所的に暴走しているようだ。,region
secret_realms_are_tumors_2,secret_realms_are_tumors,2,入口の畸形,秘境入口の周囲の山河はしだいに畸形化し、木には獣骨が生え、石には脈拍が現れる。,region
secret_realms_are_tumors_3,secret_realms_are_tumors,3,宝物の汚染,秘境の宝物を外界へ持ち帰ると、多くの場合、新たな小型異常区域を誘発する。,city
secret_realms_are_tumors_4,secret_realms_are_tumors,4,医修の病名,古代の医修は世界を巨人にたとえ、秘境を「結節」「悪瘡」「腐肉洞天」と呼んだ。,city
secret_realms_are_tumors_5,secret_realms_are_tumors,5,爛れた世界壁膜,一部の秘境の奥には宝庫がなく、巨大に爛れた世界壁膜だけがあり、霊気をゆっくり外へ滲ませている。,region
secret_realms_are_tumors_6,secret_realms_are_tumors,6,開発による感染,秘境が修士に開発されるほど、世界全体の異常は頻繁になる。病巣を繰り返し切り開き、感染させるように。,insight
dead_gods_answer_prayers_1,dead_gods_answer_prayers,1,黒い屍油,廟の神像は時おり黒い屍油を流し、信徒はそれを神跡と誤認する。,city
dead_gods_answer_prayers_2,dead_gods_answer_prayers,2,機械的な賜福,同じ神明の祈りへの応答は機械的に反復される。時代、言語、災厄が変わっても、賜福の方法はほとんど変わらない。,insight
dead_gods_answer_prayers_3,dead_gods_answer_prayers,3,巨大な断指,古戦場の奥で巨大な断指が見つかった。その神紋は現在のある正神と完全に一致している。,region
dead_gods_answer_prayers_4,dead_gods_answer_prayers,4,腐った天宮,香火が盛んな場所ほど神像は生き物に似ていくが、廟祝は腐った天宮の悪夢をより頻繁に見る。,city
dead_gods_answer_prayers_5,dead_gods_answer_prayers,5,余骸を起こす,遠古の祭文にあるのは「神の降臨を請う」ではなく、「余骸をしばし喚び醒ます」だった。,region
dead_gods_answer_prayers_6,dead_gods_answer_prayers,6,神国の屍山,ある敬虔な信徒が神国へ飛昇した後、見たのは果てしない屍山だけだった。すべての屍がまだ祈りを聞いていた。,insight
